Authors,Author full names,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Open Access,Source,EID
Stefanelli N.O.; Chiappetta Jabbour C.J.; Liboni Amui L.B.; Caldeira de Oliveira J.H.; Latan H.; Paillé P.; Hingley M.,"Stefanelli, Nelson Oliveira (56497061700); Chiappetta Jabbour, Charbel José (15757819200); Liboni Amui, Lara Bartocci (56011128300); Caldeira de Oliveira, Jorge Henrique (36520840200); Latan, Hengky (56150687500); Paillé, Pascal (23995349700); Hingley, Martin (55964693300)",56497061700; 15757819200; 56011128300; 36520840200; 56150687500; 23995349700; 55964693300,Unleashing proactive low-carbon strategies through behavioral factors in biodiversity-intensive sustainable supply chains: Mixed methodology,2021,Business Strategy and the Environment,30,5,,2535,2555,20,17,10.1002/bse.2762,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102056279&doi=10.1002%2fbse.2762&partnerID=40&md5=6089edb0aa66d99f93393bef7db9496a,"The aim of this research is to understand the complex and relatively understudied relationship between human and behavioral factors and low-carbon management practices from the perspective of the resource-based view (RBV). Research application is in the “biodiversity sector” and consists of a survey and multiple-case study in Brazil, the richest country globally in terms of biodiversity but a country that also faces challenges in protecting biodiversity. The research problem considers the relationship between human critical success factors and the adoption of low-carbon management practices. Quantitative analysis through structural equation modeling shows the three branches of hypothesis to be accepted—the first with a higher coefficient than the second and the second with a higher coefficient than the third. It was observed that human factors influence low-carbon product management practices the most, followed by process practices and finally logistics practices. Qualitative multiple-case study research shows that companies are at different stages of maturity in relation to low-carbon management organizational practices, ranging from the highest stage to the lowest. It was found that the intensity of the presence of human critical success factors was higher where organizations had greater adoption of low-carbon management practices. © 2021 The Authors. Business Strategy and The Environment published by ERP Environment and John Wiley & Sons Ltd.",behavioral factors; biodiversity chains; green human resources; low-carbon management practices; resource-based view; sustainable operations,Brazil; biodiversity; carbon emission; corporate social responsibility; human resource; research method; supply chain management; sustainability,Article,Final,All Open Access; Hybrid Gold Open Access,Scopus,2-s2.0-85102056279
Xu H.; Yang B.; Liu Y.; Li F.; Song X.; Cao X.; Sand W.,"Xu, Hui (57194623740); Yang, Bo (56925738200); Liu, Yanbiao (17435343300); Li, Fang (57204567434); Song, Xinshan (23010463200); Cao, Xin (57202980237); Sand, Wolfgang (55392798500)",57194623740; 56925738200; 17435343300; 57204567434; 23010463200; 57202980237; 55392798500,Evolution of microbial populations and impacts of microbial activity in the anaerobic-oxic-settling-anaerobic process for simultaneous sludge reduction and dyeing wastewater treatment,2021,Journal of Cleaner Production,282,,124403,,,,22,10.1016/j.jclepro.2020.124403,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092235986&doi=10.1016%2fj.jclepro.2020.124403&partnerID=40&md5=0e85a488688dc12d9f4b5fd39c3ec5ed,"In-situ sludge reduction is an important process in the biological treatment of dyeing wastewater. In this study, an anaerobic-oxic-settling-anaerobic process (A + OSA) was employed for dyeing wastewater treatment under the condition of sludge return to investigate the efficiency of dyeing wastewater treatment and sludge reduction performance. This was compared with an anaerobic-anaerobic-oxic process (AAO) without sludge return. Results showed that treatment of dyeing wastewater with the A + OSA process gave a 30% reduction in sludge and a 90% decolourisation efficiency, which was more efficient than the AAO process. Interestingly, the effluent chemical oxygen demand from the A + OSA process was higher than that from the AAO process. This was due to the inhibition of microbial activity due to the accumulation of intermediate compounds―aromatic amines―caused by long-term sludge return. Moreover, the returned sludge may have been degraded as a co-metabolism substrate, which resulted in the concentration of extracellular polymeric substances in the A + OSA process was higher than that in the AAO process. Additionally, high-throughput sequencing analysis indicated that sludge reduction performance was correlated with the growth of Saccharibacteria. Furthermore, analysis of the enzyme activity showed that dehydrogenase and catalase content decreased in the A + OSA process. This A + OSA process could be further scaled-up and optimized to serve as a promising and effective technology for the treatment of dyeing wastewater. © 2020 Elsevier Ltd",Biodiversity; Dyeing wastewater; Enzyme activity; Oxic-settling-anaerobic process; Sludge reduction,Amines; Biological water treatment; Biology; Chemical oxygen demand; Dyeing; Efficiency; Effluents; Enzyme activity; Reclamation; Biological treatment; Extra-cellular polymeric substances; High-throughput sequencing; Inhibition of microbial activities; Intermediate compound; Microbial activities; Microbial populations; Oxic-settling-anaerobic process; Wastewater treatment,Article,Final,,Scopus,2-s2.0-85092235986
Zhang Z.; Zhang Z.; Yu X.; Li G.,"Zhang, Zhenyao (57196188202); Zhang, Zhenming (55721643700); Yu, Xinxiao (8710885400); Li, Guowan (59091231600)",57196188202; 55721643700; 8710885400; 59091231600,Spatial patterns and drivers of forest ecological functions in a typical soil-rock mountain area of northern China along an elevational gradient,2022,Journal of Cleaner Production,361,,132073,,,,2,10.1016/j.jclepro.2022.132073,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130572706&doi=10.1016%2fj.jclepro.2022.132073&partnerID=40&md5=d064c4e8fd8584dbc0648e14e4a90f33,"Because of the gradient effect of various environmental factors, mountain areas provide favorable conditions for studying the responses of vegetation to global climate change. As a crucial part of the soil-rock mountain area in northern China, the Beijing mountain area is an important ecological barrier to the capital of China. We investigated the main ecological functions of the forest ecosystem in a typical soil-rock mountain area. Taking elevation and slope direction as the spatial quantity, the spatial heterogeneity of the main ecological functions of the forest ecosystem at elevations from 150 to 1,050m were analyzed. The five functions were mostly intercorrelated; the highest correlation was found between water yield and biodiversity. The most important ecological element was soil moisture, and the high content of soil gravel limited water availability. Against the background of climate warming and drying in North China, water yield and diversity may continue to decreased in the near future, further enhancing ecological pressure. Therefore, we suggest that the afforestation density in this area should not exceed 1,500 trees/ha, and the stand structure should be optimized to obtain a canopy closure of less than 0.6, thereby ensuring sustainable forest development. © 2022",Climate change; Ecological element; Ecological function; Elevational gradient; Soil-rock mountain,Biodiversity; Climate change; Ecosystems; Landforms; Reforestation; Soil moisture; Ecological element; Ecological functions; Elevational gradients; Forest ecosystem; Gradient effect; Northern China; Soil-rock mountain; Spatial patterns; Typical soils; Water yield; Rocks,Article,Final,,Scopus,2-s2.0-85130572706
So K.J.Y.; Cheang C.C.; Hui T.Y.; Chan J.K.Y.,"So, Kelvin Jun Yin (57226322963); Cheang, Chi Chiu (24503074800); Hui, Tin Yan (57195529163); Chan, Janet Kit Yan (8568094200)",57226322963; 24503074800; 57195529163; 8568094200,"Understanding the behavioural gap between perceived and actual environmental behaviour: Investigating the clam-harvesting pattern in Hong Kong SAR, China",2021,Journal of Cleaner Production,316,,128259,,,,7,10.1016/j.jclepro.2021.128259,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111111450&doi=10.1016%2fj.jclepro.2021.128259&partnerID=40&md5=14f86a3bb96defc1f0d079404664a703,"At every given site with conservation value, there is a dilemma between conservation and the use of natural resources. Here we describe the first in-depth investigation of the differences between perceived and actual behaviour in clam harvesting, with a view to determine a more sustainable approach to conserve a previously unprotected tourist and clam-harvesting site, Shui Hau, in Hong Kong. We assessed harvesting pressure by conducting a clam-harvest photographic survey and collected self-reported questionnaires in 2018. More than 90% of visitors per sampling day were assessed for the survey, resulting in 86 sets of completed questionnaires and clam harvest photographs, in which we counted the number of clams harvested and recorded the shell length of each clam. We found that the clam-diggers had high self-reported environmental attitudes and behaviour, and a higher new ecological paradigm score was associated with a better clam-digging related attitude and perceived clam-digging behaviour. The low correlation between self-reported behaviour and actual behaviour indicated that most clam-diggers had different concepts or definitions of the appropriate size of the clam harvest and the size of a mature clam, even though each digger reported that he/she had the highest level of environmental attitudes and behaviour. This differentiation may imply a transition problem between environmental attitudes and actual environmental behaviour. An effective management approach is needed to foster clam-diggers’ sense of biodiversity to embrace the long-term sustainable use of coastal resources. © 2021 Elsevier Ltd",Environmental attitude; Environmental behaviour; Environmental management; Social desirability; Sustainable clam harvesting; Sustainable tourism,Biodiversity; Conservation; Environmental management; Harvesting; Shellfish; Surveys; Sustainable development; Behavioral gaps; Clam digging; Environmental attitudes; Environmental behavior; Harvesting patterns; Hong-kong; Social desirability; Sustainable clam harvesting; Sustainable tourism; Molluscs,Article,Final,,Scopus,2-s2.0-85111111450
Wilting H.C.; Schipper A.M.; Ivanova O.; Ivanova D.; Huijbregts M.A.J.,"Wilting, Harry C. (6506762375); Schipper, Aafke M. (22136407400); Ivanova, Olga (57218538182); Ivanova, Diana (57021242100); Huijbregts, Mark A. J. (6701896825)",6506762375; 22136407400; 57218538182; 57021242100; 6701896825,Subnational greenhouse gas and land-based biodiversity footprints in the European Union,2021,Journal of Industrial Ecology,25,1,,79,94,15,30,10.1111/jiec.13042,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086474291&doi=10.1111%2fjiec.13042&partnerID=40&md5=189ef3efa7ea0d1a1be86337e7f92f83,"Insights into subnational environmental impacts and the underlying drivers are scarce, especially from a consumption-based perspective. Here, we quantified greenhouse gas (GHG) emissions and land-based biodiversity losses associated with final consumption in 162 regions in the European Union in 2010. For this purpose, we developed an environmentally extended multi-regional input–output (MRIO) model with subnational European information on demand, production, and trade structures subdivided into 18 major economic sectors, while accounting for trade outside Europe. We employed subnational data on land use and national data on GHG emissions. Our results revealed within-country differences in per capita GHG and land-based biodiversity footprints up to factors of 3.0 and 3.5, respectively, indicating that national footprints may mask considerable subnational variability. The per capita GHG footprint increased with per capita income and income equality, whereas we did not find such responses for the per capita land-based biodiversity footprint, reflecting that extra income is primarily spent on energy-intensive activities. Yet, we found a shift from the domestic to the foreign part of the biodiversity footprints with rising population density and income. Because our analysis showed that most regions are already net importers of GHG emissions and biodiversity losses, we conclude that it is increasingly important to address the role of trade in national and regional policies on mitigating GHG emissions and averting further biodiversity losses, both within and outside the region itself. To further increase the policy relevance of subnational footprint analyses, we also recommend the compilation of more detailed subnational MRIO databases including harmonized environmental data. © 2020 by Yale University",biodiversity loss; footprint analysis; greenhouse gas emissions; industrial ecology; multi-regional input–output analysis; subnational assessment,Europe; Biodiversity; Commerce; Environmental impact; Gas emissions; Land use; Population statistics; Biodiversity loss; Country differences; Economic sectors; Environmental data; Footprint analysis; Per capita income; Population densities; Regional policies; biodiversity; environmental economics; environmental impact; environmental policy; European Union; greenhouse gas; income; mitigation; population density; Greenhouse gases,Article,Final,All Open Access; Green Open Access,Scopus,2-s2.0-85086474291
Puppim de Oliveira J.A.; Bellezoni R.A.; Shih W.-Y.; Bayulken B.,"Puppim de Oliveira, Jose A. (6507996386); Bellezoni, Rodrigo A. (47860968200); Shih, Wan-yu (57191626680); Bayulken, Bogachan (56422538200)",6507996386; 47860968200; 57191626680; 56422538200,Innovations in Urban Green and Blue Infrastructure: Tackling local and global challenges in cities,2022,Journal of Cleaner Production,362,,132355,,,,49,10.1016/j.jclepro.2022.132355,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85131454623&doi=10.1016%2fj.jclepro.2022.132355&partnerID=40&md5=ad710f1b51ebb1cc3faa957bd7470cca,"Traditional engineering approaches alone (gray infrastructure) are not able to meet all the challenges of sustainability posed by growing urban population and consumption. Urban Green and Blue Infrastructure (GBI) can provide cost-effective treatments, and help the achievement of several Sustainable Development Goals (SDGs). However, knowledge concerning how to innovate GBI strategically in cities remains limited. Together with the others in the special issue, this article aims to enhance understanding of the potential of city-based GBI to tackle local and global challenges practically, and provide theoretical discussions on sustainable transitions and future research on urban GBI. Via envisioning and implementation of integrated urban innovations for GBI, the ecosystem services derived from these nature-based solutions can contribute directly and indirectly to SDG achievement at various scales by increasing water and food security, reducing energy consumption, as by supporting urban biodiversity, health, and life quality. GBI can also contribute to discussions related to such emerging concepts as circular economy, urban transitions, and smart cities. © 2022 Elsevier Ltd",Biodiversity; Climate change; Green and Blue infrastructure; Innovation; Nature-based Solutions; SDGs; Sustainability transitions; Urban,Biodiversity; Cost effectiveness; Ecosystems; Energy utilization; Food supply; Sustainable development; Cost effective treatments; Global challenges; Green and blue infrastructure; Innovation; Nature-based solution; Sustainability transition; Sustainable development goal; Traditional engineerings; Urban; Urban population; Climate change,Article,Final,,Scopus,2-s2.0-85131454623
Krause M.S.; Droste N.; Matzdorf B.,"Krause, Marlen S. (57194506453); Droste, Nils (56373096400); Matzdorf, Bettina (7801349644)",57194506453; 56373096400; 7801349644,What makes businesses commit to nature conservation?,2021,Business Strategy and the Environment,30,2,,741,755,14,24,10.1002/bse.2650,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85093651873&doi=10.1002%2fbse.2650&partnerID=40&md5=34362eaddbab2baf5be90cdf0d51ad9e,"To halt the loss of biodiversity and ecosystem services, various actors including companies need to engage, but it is not yet clear what drives voluntary business commitments. We explore leverage points that might increase corporate action for conservation. We apply a structural equation model based on the theory of planned behaviour to analyse data from 618 German companies, collected through an online-survey in 2019. We show that a favourable attitude, driven by perceived business relevance and benefit prospects, fosters engagement. Perceived difficulties, such as lacking finances and knowledge, hinder the engagement. Customers, employees and the general public are presently the only stakeholder groups that drive corporate conservation engagement. Nevertheless, the expectation levels of virtually all stakeholders were found to be quite low and as such inadequate for the ecological crisis we face. We discuss how political will and goal setting can encourage more widespread business support for the natural environment. © 2020 The Authors. Business Strategy and The Environment published by ERP Environment and John Wiley & Sons Ltd",biodiversity; corporate responsibility; ecosystem services; structural equation modelling; sustainable development; theory of planned behaviour,,Article,Final,All Open Access; Hybrid Gold Open Access,Scopus,2-s2.0-85093651873
Roberts L.; Nandy M.; Hassan A.; Lodh S.; Elamer A.A.,"Roberts, Lee (57214329369); Nandy, Monomita (55427817600); Hassan, Abeer (24437767600); Lodh, Suman (55428980800); Elamer, Ahmed A. (57200727964)",57214329369; 55427817600; 24437767600; 55428980800; 57200727964,Corporate Accountability Towards Species Extinction Protection: Insights from Ecologically Forward-Thinking Companies,2022,Journal of Business Ethics,178,3,,571,595,24,25,10.1007/s10551-021-04800-9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104240712&doi=10.1007%2fs10551-021-04800-9&partnerID=40&md5=049ac32489090a7914998a0f1d0418b7,"This paper contributes to biodiversity and species extinction literature by examining the relationship between corporate accountability in terms of species protection and factors affecting such accountability from forward-thinking companies. We use triangulation of theories, namely deep ecology, legitimacy, and we introduce a new perspective to the stakeholder theory that considers species as a ‘stakeholder’. Using Poisson pseudo-maximum likelihood (PPML) regression, we examine a sample of 200 Fortune Global companies over 3 years. Our results indicate significant positive relations between ecologically conscious companies that are accountable for the protection of biodiversity and species extinction and external assurance, environmental performance, partnerships with socially responsible organizations and awards for sustainable activities. Our empirical results appear to be robust in controlling for possible endogeneities. Our findings contribute to the discussion on the concern of species loss and habitat destruction in the context of corporate accountability, especially in responding to the sixth mass extinction event and COVID-19 crisis. Our results can also guide the policymakers and stakeholders of the financial market in better decision making. © 2021, The Author(s).",Biodiversity; Deep ecology; Legitimacy; Poisson pseudo-maximum likelihood; Species extinction; Stakeholders,,Article,Final,All Open Access; Hybrid Gold Open Access,Scopus,2-s2.0-85104240712
Ahmed N.; Turchini G.M.,"Ahmed, Nesar (24331025700); Turchini, Giovanni M. (6602298050)",24331025700; 6602298050,Recirculating aquaculture systems (RAS): Environmental solution and climate change adaptation,2021,Journal of Cleaner Production,297,,126604,,,,183,10.1016/j.jclepro.2021.126604,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102370170&doi=10.1016%2fj.jclepro.2021.126604&partnerID=40&md5=904a290ff2bef04025f657f62392d43d,"Considering environmental sustainability and vulnerability to the effects of climate change on fish production, one of the potential adaptation strategies is “Recirculating Aquaculture Systems (RAS)”. RAS are eco-friendly, water efficient, highly productive intensive farming system, which are not associated with adverse environmental impacts, such as habitat destruction, water pollution and eutrophication, biotic depletion, ecological effects on biodiversity due to captive fish and exotic species escape, disease outbreaks, and parasite transmission. Moreover, RAS operate in indoor controlled environment, and thus, only minimally affected by climatic factors, including rainfall variation, flood, drought, global warming, cyclone, salinity fluctuation, ocean acidification, and sea level rise. However, energy consumption and greenhouse gas (GHG) emissions are the two most stringent limiting factors for RAS. Despite these potentials and promises, RAS have not yet been widely practiced, particularly in developing countries, due to complex and costly system designs. Further research with technological innovations are needed to establish low-cost, energy efficient RAS for intensifying seafood production, reducing GHG emissions, and adaptation to climate change. © 2021 Elsevier Ltd",Adaptation; Climate change; Environmental sustainability; Fish production; Recirculating aquaculture,Biodiversity; Developing countries; Energy efficiency; Energy utilization; Eutrophication; Fish; Gas emissions; Global warming; Greenhouse gases; Sea level; Sustainable development; Water pollution; Adaptation; Adaptation strategies; Climate change adaptation; Eco-friendly; Environmental sustainability; Environmental vulnerability; Fish production; Greenhouse gas emissions; Recirculating aquaculture; Recirculating aquaculture system; Aquaculture,Review,Final,,Scopus,2-s2.0-85102370170
Tian Y.; Jiang G.; Zhou D.; Li G.,"Tian, Yingying (57209686879); Jiang, Guanghui (15060204900); Zhou, Dingyang (15761310600); Li, Guangyong (55760494300)",57209686879; 15060204900; 15761310600; 55760494300,"Systematically addressing the heterogeneity in the response of ecosystem services to agricultural modernization, industrialization and urbanization in the Qinghai-Tibetan Plateau from 2000 to 2018",2021,Journal of Cleaner Production,285,,125323,,,,58,10.1016/j.jclepro.2020.125323,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098158095&doi=10.1016%2fj.jclepro.2020.125323&partnerID=40&md5=dee6b227a6fdcd536eeafffed429491b,"Ecosystem services (ESS) change and its response to human activities is critical for enhancing ecosystem management and regional sustainability. This study constructs a theoretical framework of coupled ESS and three modernization (agricultural modernization (AM), industrialization and urbanization) systems, depicts the dynamic changes of ESS and three modernizations in the Qinghai-Tibetan Plateau (QTP) from 2000 to 2018, and further analyses the heterogeneity in the response of multiple ESS to different human activities using the Pearson correlation method and bivariate spatial autocorrelation model. (1) AM showed a significant negative impact on ESS and other single ESS except for food production and waste treatment services, and there was also an increasingly significant negative correlation between them in space, indicating that AM did not coordinate the local ecological protection and exerted the strongest destruction and an expanding scope of spatially negative effects on ESS. (2) Industrialization was negatively correlated with ESS as well as all of their associated single ESS to a different extent and was only significantly correlated with regulation services, while it interacted spatially with ESS, changing from presenting a weak negative correlation to presenting a weak positive correlation during 2000–2018, which reveals that industrialization had relatively less pressure on ESS and developed in a more eco-friendly mode. (3) Urbanization exerted a weak negative influence on ESS and most single ESS, whereas urbanization was positively correlated with waste treatment, landscape culture provision and biodiversity maintenance services in 2018, and it showed a significant positive impact of a growing tendency to effect ESS in space, which reveals that urbanization was conducive to reducing the overall disturbance of human activities on ESS. (4) The heterogeneity characteristics of the local spatial correlation patterns between the three modernization levels and ESS as well as their changes during 2000–2018 were investigated and presented obvious differences, and the low-high/high-low areas of the levels and changes for these two constructs should be given enough attention and take corresponding adaptive management measures. This study indicates that there are remarkable heterogeneous effects of different intensities and types of human activities on ESS, which should be understood systematically to coordinate the development pathways and patterns of three modernizations and the restoration and sustainable utilization of ecosystems. © 2020 Elsevier Ltd",Agricultural modernization; Ecosystem services response; Industrialization; Qinghai-Tibetan plateau; Spatial heterogeneity; Urbanization,Agricultural robots; Agriculture; Biodiversity; Correlation methods; Modernization; Sustainable development; Waste treatment; Agricultural modernizations; Heterogeneous effects; Pearson correlation methods; Qinghai-Tibetan plateau; Regional sustainability; Spatial autocorrelations; Sustainable utilization; Theoretical framework; Ecosystems,Article,Final,,Scopus,2-s2.0-85098158095
Winans K.; Dlott F.; Harris E.; Dlott J.,"Winans, K. (56479185100); Dlott, F. (57201121487); Harris, E. (57221589420); Dlott, J. (6603296980)",56479185100; 57201121487; 57221589420; 6603296980,Sustainable value mapping and analysis methodology: Enabling stakeholder participation to develop localized indicators mapped to broader sustainable development goals,2021,Journal of Cleaner Production,291,,125797,,,,19,10.1016/j.jclepro.2021.125797,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099515003&doi=10.1016%2fj.jclepro.2021.125797&partnerID=40&md5=8d5aebe77c06848cebe9d550bf763c4f,"The need for sustainability and social responsibility investments is magnified as the world faces a significant loss of ecosystem function and biodiversity. Unfortunately, current assessment and decision-making support tools used to establish local sustainability priorities have limited efficacy. Thus, there is a critical need to design decision-making support tools and assessment models that appropriately fit a specific context. Essentially, they must be more effective in directing our investments in sustainability and social responsibility, both of which influence our future global economic growth. The sustainable value mapping and analysis (SVMA) methodology, presented for the first time in this work, is a tool to engage multi-stakeholder groups in a strategic assessment of the social, environmental, and economic priorities and needs within supply chain operations. This paper introduces the SVMA methodology and applies it to two case studies, California almond growing and California winegrowing systems. The results point to the efficacy of the SVMA and opportunities to use it to develop and evaluate localized sustainability performance and outcomes against broader sustainable development goals (SDGs). © 2021",Decision-making tools; Localization; Supply chain management; Sustainable development goals,Biodiversity; Decision making; Economic and social effects; Mapping; Planning; Supply chains; Decision making support; Design decision-making; Global economic growth; Social responsibilities; Stakeholder participation; Strategic assessment; Supply chain operation; Sustainability performance; Sustainable development,Article,Final,,Scopus,2-s2.0-85099515003
Pyka A.; Cardellini G.; van Meijl H.; Verkerk P.J.,"Pyka, A. (7005031609); Cardellini, G. (57194395809); van Meijl, H. (6602400103); Verkerk, P.J. (23480839000)",7005031609; 57194395809; 6602400103; 23480839000,Modelling the bioeconomy: Emerging approaches to address policy needs,2022,Journal of Cleaner Production,330,,129801,,,,33,10.1016/j.jclepro.2021.129801,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119916086&doi=10.1016%2fj.jclepro.2021.129801&partnerID=40&md5=20f83d75b44aa3410ce276bbec782b18,"With its update of the Bioeconomy Strategy and the Green Deal, the European Commission committed itself to a transformation towards a sustainable and climate-neutral European Union. This process is characterised with an enormous complexity, which policymaking needs to acknowledge for designing transition pathways. Modelling can support policymaking in dealing with uncertainty and complexity. This article reviews emerging and new developments and approaches to model the development of the bioeconomy. We focused our review on how bioeconomy modelling addresses key enabling factors related to (i) climate change, (ii) biodiversity, (iii) circular use of biomass, (iv) consumer behaviour related to biomass and bioproducts use, and (v) innovation and technological change. We find that existing modelling frameworks offer large possibilities for extensions and considerations for analysing short-run impacts related to climate change and circularity, and to lesser degree for biodiversity, and we identify possibilities for developing further the existing bioeconomy models. However, addressing key processes related to societal and technological changes is more challenging with existing/conventional modelling approaches, as they specifically relate to how innovations transform economic structures and how consumers learn and change their preferences and what kind of dynamics are to be expected. We indicate how emerging modelling techniques such as Agent-Based Modelling could improve and complement existing bioeconomy modelling efforts by allowing for the consideration of structural change and, more generally, transformation of the economic metabolism. This modelling approach eclecticism asks for a better description of modelling targets, a sound reflection on the meaning of time horizons and a closer cooperation between the different research communities. Furthermore, it will benefit from the developments in big data and artificial intelligence from which we expect valuable guideposts for designing future modelling strategies. © 2021",Bioeconomy; Complexity; Modelling; Policy,Autonomous agents; Biodiversity; Climate models; Computational methods; Economic and social effects; Economics; International law; Public policy; Uncertainty analysis; Bioproducts; Complexity; European Commission; European union; Modeling; Modeling approach; Policy making; Technological change; Transition pathway; Uncertainty and complexity; Climate change,Article,Final,All Open Access; Hybrid Gold Open Access,Scopus,2-s2.0-85119916086
Negash Y.T.; Sriplod T.; Hassan A.M.,"Negash, Yeneneh Tamirat (57212265634); Sriplod, Tipmanee (57223356389); Hassan, Abdiqani Muse (57218281043)",57212265634; 57223356389; 57218281043,A causal sustainable natural rubber development framework using a hierarchical structure with linguistic preferences in Thailand,2021,Journal of Cleaner Production,305,,127095,,,,5,10.1016/j.jclepro.2021.127095,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105699065&doi=10.1016%2fj.jclepro.2021.127095&partnerID=40&md5=958b7f47e6ecf58924f48c28531077a6,"Natural rubber development is facing sustainability challenges, such as price volatility, human rights violations, deforestation, and biodiversity loss. There is a lack of valid measurement attributes to assess sustainable natural rubber development. This study contributes to the literature by providing a set of sustainable natural rubber development attributes and determining a model of their causal interrelationships based on qualitative information. A mixed-method approach comprising the fuzzy Delphi method and the fuzzy decision-making trial and evaluation technique is used to validate and map the attributes in the model. The findings indicate that technical support has the most significant influence on preventing the economic and social risks involved in natural rubber development. Furthermore, environmental sustainability and economic sustainability interact, and one cannot be achieved without the other. Promoting value addition, natural rubber quality, capital investment, marketing platforms, alternative income sources, attitudes towards change, and material consumption are significant criteria identified as priorities to enhance smallholder producers’ sustainability. Theoretical and managerial implications are provided. © 2021 Elsevier Ltd",Fuzzy decision-making trial and evaluation laboratory (FDEMATEL); Fuzzy delphi method; Sustainable natural rubber; Technical support; Triple bottom line,Biodiversity; Deforestation; Investments; Rubber; Sustainable development; Development frameworks; Fuzzy decision-making trial and evaluation laboratory; Fuzzy Delphi Method; Hierarchical structures; Linguistic preferences; Price volatility; Sustainable natural rubber; Technical support; Thailand; Triple Bottom Line; Decision making,Article,Final,,Scopus,2-s2.0-85105699065
van Zelm R.; Seroa da Motta R.D.P.; Lam W.Y.; Menkveld W.; Broeders E.,"van Zelm, Rosalie (15840989000); Seroa da Motta, Raquel de Paiva (57208566880); Lam, Wan Yee (57200204182); Menkveld, Wilbert (8971197300); Broeders, Eddie (57195470785)",15840989000; 57208566880; 57200204182; 8971197300; 57195470785,Life cycle assessment of side stream removal and recovery of nitrogen from wastewater treatment plants,2020,Journal of Industrial Ecology,24,4,,913,922,9,22,10.1111/jiec.12993,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087177129&doi=10.1111%2fjiec.12993&partnerID=40&md5=85dce7047eb22ae1ea6c8b01c7c70545,"In the light of a circular economy, the Nijhuis Ammonia Recovery system (AECO-NAR) was developed to not only remove nitrogen from wastewater streams, but also produce ammonium sulfate (AS), used as fertilizer, in a single plant. The goal of this paper was to quantify the environmental impacts of side stream ammonia recovery with the AECO-NAR system and compares them with the impacts of side stream nitrogen removal combined SHARON (partly nitrification)-anammox plant. For this, an environmental life cycle assessment was performed with a functional unit (FU) of the treatment of 1 kg of total dissolved nitrogen inflow. Since AS obtained by the AECO-NAR is a by-product of the ammonia removal process, allocation was based on system expansion. Foreground inventory data were obtained from a full-scale plant. ReCiPe2016 was used to determine human health and biodiversity impacts. Results show that due to the production of AS in an integrated water treatment and production system, the AECO-NAR avoids impacts of current AS production, leading to negative impact scores. Impacts per FU decrease with increasing inflow concentrations of ammonia. Main improvement options are the use of renewable energy and the replacement of the cleaning chemical citric acid with a sustainable alternative. Total impacts of the AECO-NAR system diminish when comparing the system to the biological SHARON-Anammox system, due to production of AS fertilizer product. Due to the fertilizer production step being integrated in the side stream treatment, the complete system is beneficial over ammonia recovery and wastewater treatment as separate systems. © 2020 The Authors. Journal of Industrial Ecology published by Wiley Periodicals, Inc. on behalf of Yale University",allocation; ammonia; ammonium sulfate; circular economy; fertilizer; nutrient recovery,Ammonia; Biodiversity; Chemical cleaning; Economics; Environmental impact; Fertilizers; Life cycle; Nitrogen fertilizers; Nitrogen removal; Recovery; Sulfur compounds; Water treatment; allocation; Ammonium Sulfate; Circular economy; Environmental life cycle assessment; Life Cycle Assessment (LCA); Nutrient recovery; Use of renewable energies; Wastewater treatment plants; alternative energy; ammonium sulfate; byproduct; citric acid; environmental impact assessment; integrated approach; life cycle analysis; oxidation; pollutant removal; quantitative analysis; wastewater treatment; wastewater treatment plant; Wastewater treatment,Article,Final,All Open Access; Hybrid Gold Open Access,Scopus,2-s2.0-85087177129
